Step,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0
6,0.1302321137,0.2115334615,0.1988382093,0.1404824498,0.2430178113,0.1284272047,0.108062534,0.1350179446,0.1273520817,0.1245951622
14,0.2691754353,0.2105352282,0.3971510795,0.331010789,0.247581862,0.1239391549,0.1100714452,0.122059134,0.1842629363,0.1298507761
22,0.320592451,0.1225946955,0.5767432971,0.1225915844,0.2612069023,0.1171324126,0.1142737142,0.1308952322,0.1562244025,0.1358948433
30,0.4425080279,0.2618064645,0.4508018978,0.4067427416,0.5964626274,0.1180777564,0.1079407549,0.1208035645,0.1530621451,0.1302401138
38,0.4405537839,0.2915365726,0.5542723808,0.4272176358,0.5980057556,0.1424651385,0.1102594473,0.1166950744,0.1616302403,0.1339970444
46,0.7558675096,0.3803117812,0.7121350237,0.6703692263,0.7338854876,0.1146537184,0.1189977666,0.1160052889,0.1525888065,0.1288369871
54,0.8002613362,0.30079712,0.8575673063,0.6862414027,0.6977530861,0.1089172102,0.1189782109,0.1135439283,0.1409895666,0.1134572606
62,0.8363581818,0.4636598184,0.8277234191,0.8456453961,0.7789064323,0.1019584662,0.1094669941,0.1012726808,0.1290369893,0.1175853065
70,0.9094109935,0.6198304426,0.8705252281,0.846739186,0.8396946633,0.1218813542,0.1085674285,0.1009388993,0.1133425927,0.1092069912
78,0.8753888377,0.6257505083,0.8710567895,0.8660945122,0.8721968022,0.1032762586,0.0928263647,0.090277892,0.1024038045,0.0997073301
86,0.8521565795,0.7458953988,0.8986610962,0.8546659407,0.8677140857,0.1040744897,0.0929156991,0.0976575295,0.0980264225,0.1074958611
94,0.8780324226,0.8322719141,0.8591557684,0.8594917721,0.9297347748,0.1088554317,0.0944677163,0.1073051923,0.1102016689,0.0993811042
102,0.9126408071,0.8655371726,0.8008044534,0.7526496961,0.9383646485,0.0976944188,0.0929410327,0.0974090823,0.1011104568,0.0901187791
110,0.8576353071,0.8081112012,0.8328563651,0.9110452338,0.9020584673,0.1055162835,0.0973166369,0.1024162491,0.1113465705,0.0961855132
118,0.9472491917,0.8880507561,0.8838058201,0.8768332981,0.8672394138,0.0901245569,0.1386535406,0.0972068579,0.0860022889,0.1017322415
126,0.8737332637,0.9207315637,0.8776008622,0.84660274,0.8832791475,0.0885000944,0.0995348837,0.095532617,0.0990899899,0.0982086468
134,0.9071225236,0.9055331726,0.8559246214,0.8811689019,0.9328685874,0.0943206036,0.1111456794,0.0981050901,0.0903427816,0.1018340204
142,0.9351370571,0.9102661141,0.8789426549,0.9034344826,0.914837276,0.0882396471,0.0982646474,0.0902858921,0.0946303848,0.1034491494
150,0.9265165169,0.8787039856,0.9364312937,0.9220702452,0.910661674,0.1080398671,0.0990499894,0.1008126757,0.0917814642,0.096682852
158,0.898536206,0.8775408616,0.8977704197,0.9202866699,0.8802182246,0.0922045801,0.09389971,0.0867925199,0.0929148102,0.1014046823
166,0.9304236714,0.8524405827,0.9449833887,0.9406562295,0.9325174724,0.0905943399,0.0896987744,0.0832569251,0.0923432483,0.10049845
174,0.9571497461,0.9297454416,0.9301125568,0.915934177,0.9049438327,0.0955161724,0.0975748619,0.0834493717,0.0848049423,0.0866978522
182,0.9407624529,0.9202840032,0.9429424771,0.896090401,0.9355343948,0.0973299703,0.0862129579,0.0949232769,0.137170413,0.0970144113
190,0.9363286259,0.8843044923,0.9302707808,0.9315699063,0.9461900688,0.0893854376,0.0925085834,0.098473983,0.1023735819,0.0940059334
198,0.9333245925,0.8389030989,0.9358943988,0.9522648029,0.9343343815,0.085136946,0.0951446127,0.0929823665,0.0978526428,0.0926939188
206,0.9266685185,0.9085754286,0.9085794287,0.9085549839,0.9131674796,0.0894494383,0.0892383249,0.0840298226,0.0976246403,0.0939832665
214,0.9396282181,0.9371250792,0.9381757575,0.8945752731,0.9251782798,0.0858538428,0.1209262325,0.0886818742,0.0897463305,0.0951081679
222,0.9525994733,0.9297516639,0.7090718786,0.9298289981,0.905981622,0.0855529506,0.0983428705,0.086128957,0.0947534973,0.0908685652
230,0.8607371193,0.9335739286,0.9283120924,0.9355023945,0.9295845509,0.0970948566,0.0964664052,0.0827413638,0.0957437305,0.0950441672
238,0.9246733853,0.910526117,0.948084312,0.9508776764,0.9455798398,0.0887329859,0.0956010622,0.0974277492,0.0946797187,0.0924485828
246,0.9060820676,0.9034175935,0.9355437283,0.9400002222,0.958059534,0.0908303426,0.0941872687,0.0889414327,0.0921210236,0.0987370971
254,0.9449122768,0.8945757175,0.8970304114,0.931950355,0.8806808965,0.0933952599,0.0894072156,0.092332137,0.0826662518,0.0829978111
262,0.9138932655,0.9264845165,0.9134914832,0.9442202691,0.9375993067,0.0856369515,0.087028967,0.0842329359,0.0864094045,0.0916774631
270,0.9127585862,0.942412249,0.9498669985,0.9371930799,0.9511319015,0.0858640652,0.0951299459,0.0806777853,0.0883685374,0.1111874576
278,0.9197431083,0.9283214258,0.9362339582,0.9438495983,0.9288089868,0.1057700641,0.0968272981,0.105218058,0.0871907466,0.1021722464
286,0.9322561362,0.9533497039,0.9428042534,0.9433589262,0.9435180391,0.0845498283,0.096841076,0.0943983822,0.1042064912,0.0922210247
294,0.9217915755,0.8963904043,0.9470327448,0.9441567129,0.9521448016,0.0913285703,0.0921894688,0.0826422516,0.0888218758,0.0923276925
302,0.9313330148,0.7904550051,0.9229080323,0.9316752408,0.9393251036,0.0861778464,0.0851831687,0.0839302659,0.0804733386,0.0961015122
310,0.9346006067,0.9102981144,0.9461238458,0.914740386,0.9380273114,0.0813142368,0.0829658107,0.0821680241,0.0833302592,0.093021478
318,0.927336526,0.942952255,0.9288885432,0.9367472972,0.9274907499,0.0975281948,0.070683452,0.0756879521,0.0830249225,0.0923045812
326,0.903751375,0.9167884088,0.8769066323,0.8645433838,0.9515101279,0.0840796009,0.0979419771,0.0904187824,0.087687641,0.1020855787
334,0.9145083834,0.9324588051,0.8453342815,0.9063029589,0.9493536595,0.0835124835,0.0887058745,0.0814480161,0.1135825954,0.0903298926
342,0.9270009667,0.939343326,0.9430549228,0.9153710597,0.9515123501,0.0958081756,0.0929792553,0.0791275459,0.0956055067,0.0857698419
350,0.9241427127,0.9385028723,0.9145941622,0.9271560795,0.9169115212,0.0835462616,0.0830133668,0.0865507395,0.0915819065,0.0887396527
358,0.9448336093,0.9334832609,0.9119696886,0.8841689352,0.9451976133,0.0919685774,0.0850498339,0.0880667563,0.0891418794,0.0876231958
366,0.9477531973,0.9429473661,0.9406966744,0.9334179269,0.9494585495,0.0743799376,0.0841764908,0.0732497028,0.0867440749,0.0766595184
374,0.9448038312,0.9416020178,0.9384566495,0.9155577284,0.9394131046,0.0944606051,0.090782342,0.0963704041,0.0793342148,0.1025429171
382,0.9371561906,0.9386330959,0.9364219602,0.9461029567,0.9560461783,0.0952117246,0.0834591495,0.0821578018,0.0828018089,0.0876494183
390,0.9249689441,0.9519350215,0.95130257,0.8883516484,0.9417504639,0.0887085412,0.0918992433,0.0948819431,0.09059834,0.0986882076
398,0.9418349093,0.9231582573,0.9474949722,0.937973533,0.9508234536,0.0940894899,0.077967533,0.0810502339,0.1241876021,0.0818329093
