Step,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0
3,0.9394028823,0.9194684385,0.9512576806,0.9573546373,0.9350157224,0.5649804998,0.4896365515,0.421157124,0.1335072612,0.6177637529
11,0.9357637307,0.8909925666,0.9208200091,0.9625689174,0.9704485605,0.3914816831,0.5338023756,0.5211173457,0.0417737975,0.5583968711
19,0.959051545,0.9789508772,0.9385868732,0.9711072345,0.9669289659,0.3110914566,0.5405060056,0.4601237792,0.0937970422,0.4556837298
27,0.968047645,0.958709319,0.9584084268,0.9412877921,0.9321605796,0.3507945644,0.4728581429,0.4535339282,0.1403486705,0.5182199802
35,0.9664885165,0.9526216958,0.9740219336,0.933961044,0.9418704652,0.3185324281,0.5035331504,0.5242391582,0.2261847354,0.5307147857
43,0.9421202458,0.9772846365,0.9698223314,0.9532097023,0.9697907755,0.4145788287,0.4888107646,0.534092601,0.2782399804,0.5601173346
51,0.9520479116,0.9638249314,0.8992433249,0.9599359993,0.9730948122,0.4951090568,0.4460040667,0.5236644852,0.4034453716,0.6094049934
59,0.9174906388,0.9645858287,0.973667263,0.9647053856,0.9699814442,0.5509790109,0.5127848087,0.5679600884,0.4920014667,0.5975448616
67,0.9653902821,0.9511572351,0.9694427716,0.974009489,0.9181239792,0.5094581051,0.536129957,0.5856478405,0.5664342937,0.6537828198
75,0.9536590407,0.9507398971,0.978246425,0.9538790431,0.9620711341,0.6312821254,0.6160170669,0.5889918777,0.6116667963,0.6923468039
83,0.9738277092,0.9270307448,0.9722828031,0.9127225858,0.9440229336,0.6055102834,0.5410660118,0.5659849554,0.6720732453,0.6324803609
91,0.9682454249,0.9749646107,0.9696632185,0.9572230803,0.9763357371,0.6102303359,0.5799633329,0.5473100812,0.5733477039,0.6138583762
99,0.9472331915,0.9625062501,0.8662327359,0.9292872143,0.8577393082,0.6757408416,0.5831273681,0.6004360048,0.6591077679,0.699449105
107,0.9438198202,0.9551772797,0.9705561173,0.9694001044,0.9729525884,0.6541352682,0.5580364226,0.5083287592,0.5649511661,0.6008302314
115,0.9370521895,0.9571568573,0.970427227,0.9453531706,0.9684916499,0.7135399282,0.3812011245,0.5957035078,0.6777937533,0.6089609885
123,0.9665947399,0.9242476028,0.9705205613,0.9727410305,0.9592982144,0.7416037956,0.5913612373,0.5590711008,0.6381728686,0.6265811842
131,0.9470629674,0.9661031789,0.8682478694,0.9464798498,0.9743326037,0.6644167157,0.5302032245,0.5637435972,0.687626307,0.693140146
139,0.9534150379,0.9423362482,0.9536972633,0.9446567184,0.9571395238,0.6791275459,0.5630844787,0.5611071234,0.5888247647,0.5613497928
147,0.9614595718,0.8903436705,0.9575368615,0.9694383271,0.9668631874,0.6081054234,0.5351543906,0.5009384549,0.6475756397,0.6515134613
155,0.9560572895,0.9481167569,0.9240196002,0.9712321248,0.9657942866,0.7124532495,0.5705125613,0.5808371204,0.6393848821,0.6244944944
163,0.9655342837,0.9674974166,0.9652427249,0.9564817387,0.9505336726,0.7315552395,0.5585648729,0.597813309,0.6617157968,0.616147735
171,0.9659449549,0.95140346,0.9770308559,0.9675783064,0.9657405082,0.6575446394,0.5379810887,0.5358121757,0.6750310559,0.6698149979
179,0.9717027967,0.9544759386,0.9726650296,0.9687720975,0.9715103501,0.6657900643,0.5438424871,0.543606929,0.4459716219,0.6973530817
187,0.9689125435,0.9656889521,0.973509039,0.9650525006,0.966247625,0.7360930677,0.5461518461,0.476839076,0.6922894699,0.684307159
195,0.9507718975,0.9415326837,0.9738917099,0.9709112323,0.9715681285,0.6510356782,0.5327268081,0.509691441,0.6772528584,0.6078343093
203,0.9750095001,0.9646409405,0.9711196791,0.9695218836,0.9741210458,0.6871116346,0.5869865221,0.5089265436,0.6571250792,0.6870609673
211,0.9727352526,0.9685000944,0.975181502,0.9657062856,0.9659369549,0.6782875365,0.3992595473,0.5452122801,0.7060687341,0.6492436583
219,0.9621498017,0.9660209558,0.9483109812,0.9658151757,0.9547039412,0.7231040345,0.5445100501,0.4978926433,0.6433560373,0.6733408149
227,0.9729325881,0.9612986811,0.968556984,0.9649058323,0.9684458716,0.5944030489,0.5455282836,0.5580244225,0.6349519439,0.6556495072
235,0.9648440538,0.9316676852,0.972956144,0.9697987755,0.9671374126,0.7036793742,0.5522856921,0.4704910055,0.6148766097,0.7258329537
243,0.9720694674,0.9526452516,0.9756521739,0.9664085157,0.981674463,0.6850036112,0.5150635007,0.5398082201,0.6068485205,0.6101667796
251,0.9745352726,0.9703943377,0.9692854365,0.9684885388,0.9379273103,0.6435404838,0.5674538606,0.4859129546,0.6808737875,0.751417238
259,0.9662698474,0.969790331,0.9720236892,0.9807260081,0.9707267859,0.694531717,0.5855416171,0.4905796731,0.7414953499,0.6873871932
267,0.979830887,0.960192891,0.9792259914,0.9777366415,0.9668147424,0.7332703697,0.5481180902,0.5530554784,0.6412275692,0.5681298681
275,0.9684858721,0.9518132424,0.9754157268,0.9760850676,0.9752881699,0.5912367915,0.5153043923,0.4142219358,0.66080112,0.6761870687
283,0.9769872999,0.9504998944,0.9446802742,0.9725685841,0.9706614518,0.7331641463,0.4856485072,0.5042811587,0.5186026511,0.688776542
291,0.9704801164,0.9581062012,0.9751192791,0.9642960477,0.9794188824,0.729372993,0.502645585,0.5149097212,0.6746457183,0.6435173724
299,0.9778219758,0.9556466183,0.9696778853,0.9677840865,0.9753570595,0.6988295426,0.531453905,0.5000864454,0.6276811965,0.6455782842
307,0.9760975122,0.9579248658,0.9724659163,0.9716139068,0.9753566151,0.7612200136,0.5741992689,0.6209135657,0.6928094757,0.6348732764
315,0.9709094545,0.9702085579,0.9693041034,0.9690174335,0.9205275614,0.7109803442,0.5290929899,0.499475772,0.6996739964,0.6469240769
323,0.9661107346,0.974255714,0.9712734586,0.9689765442,0.9672725253,0.7285814287,0.507180302,0.4327670307,0.6962370693,0.6264011822
331,0.9729396993,0.9651849465,0.8360635118,0.9503403371,0.9769437438,0.7464487383,0.5788539873,0.4992477694,0.4321456905,0.6641553795
339,0.9661147346,0.9739499328,0.9772201913,0.9636951522,0.9554497272,0.7111661241,0.5284449827,0.4591242125,0.6885094279,0.726642296
347,0.9607435638,0.9748254981,0.9700561117,0.965540506,0.9671614129,0.7411775686,0.578254425,0.5139981555,0.5388317648,0.5933594818
355,0.9741863798,0.9729148102,0.9679280881,0.9661409571,0.9584955388,0.7116172402,0.5062300692,0.4607273414,0.6063249592,0.5684734275
363,0.9727748086,0.962537806,0.9724463605,0.9638982655,0.9739290437,0.6930157002,0.5406806742,0.5329241436,0.6012813476,0.7515483505
371,0.9732272581,0.9327005856,0.9775233058,0.9690841009,0.969469883,0.7006384515,0.5065407393,0.4369021878,0.6652318359,0.6084983166
